PID,Prop Type,Status,Address,Subdivision,Type,# Bedrooms,Total Baths,# Rooms,Fin SF,List Price,Sales Price,Days On Market,Sales Date,Zip
788-68-85-55-600-000,Single Family,CLOSD,2909 Emblem DR,Ranch Acres,Detached,4,2.1,8,"2,840","$295,000 ","$315,000 ",5,12/14/2021,23234
789-68-36-39-800-000,Single Family,CLOSD,2741 Dundas RD,Bensley,Detached,4,2,7,"2,174","$297,500 ","$300,000 ",3,3/8/2022,23237
795-65-76-41-700-000,Single Family,CLOSD,3019 Warfield Estates PL,Warfield Estates,Detached,4,2.1,6,"1,690","$299,000 ","$300,000 ",6,7/6/2022,23831
788-66-02-97-500-000,Single Family,CLOSD,4101 Old Cheshire DR,Cheshire,Detached,4,2,6,"1,410","$299,000 ","$338,000 ",4,5/16/2022,23831
789-65-95-30-200-000,Single Family,CLOSD,3912 Terjo LN,Terjo Village,Detached,3,2,6,"1,405","$299,000 ","$290,000 ",22,4/19/2022,23831
792-66-16-68-700-000,Single Family,CLOSD,10913 Crofton CT,Chipchase At Mineola,Detached,3,2.1,6,"1,626","$299,000 ","$326,100 ",4,2/2/2022,23831
792-66-14-11-100-000,Single Family,CLOSD,11201 Eagle Point RD,Chipchase At Mineola,Detached,3,2.1,6,"2,150","$299,000 ","$299,000 ",3,8/10/2021,23831
788-68-81-06-900-000,Single Family,CLOSD,2941 Emblem DR,Ranch Acres,Detached,3,2,9,"2,138","$299,500 ","$295,500 ",25,1/7/2022,23234
795-65-73-42-300-000,Single Family,CLOSD,12100 Warfield Estates DR,Warfield Estates,Detached,3,2.1,7,"1,842","$299,900 ","$310,000 ",0,1/6/2022,23831
793-66-21-43-300-000,Single Family,CLOSD,10811 Crofton RD,Chipchase At Mineola,Detached,4,2.1,8,"2,130","$299,950 ","$325,000 ",3,12/3/2021,23831
792-66-05-28-600-000,Single Family,CLOSD,11220 Eagle Point RD,Chipchase At Mineola,Detached,3,3,8,"2,176","$299,950 ","$300,000 ",13,9/7/2021,23831
799-65-95-07-600-000,Single Family,CLOSD,2319 China Cat TER,None,Detached,4,3.1,7,"1,686","$300,000 ","$351,000 ",6,6/13/2022,23831
788-66-09-62-900-000,Single Family,CLOSD,4001 King Stream LN,Ascot Forest,Detached,3,2.1,7,"2,026","$300,000 ","$341,500 ",6,3/21/2022,23831
790-66-73-73-500-000,Single Family,CLOSD,9606 Ransom Hills TER,Proctors Point,Detached,3,2.1,7,"2,084","$300,000 ","$320,000 ",6,2/16/2022,23237
788-66-17-84-200-000,Single Family,CLOSD,10702 Hamlin CIR,Hamlin Estates,Detached,5,2.1,8,"2,128","$300,000 ","$325,000 ",4,1/5/2022,23831
795-65-93-31-900-000,Single Family,CLOSD,11617 Elmwood LN,Fan Court,Detached,4,2,8,"2,406","$300,000 ","$318,000 ",4,9/1/2021,23831
789-67-73-76-800-000,Single Family,CLOSD,2941 Libwood AVE,Rayon Park,Detached,4,2.1,7,"1,816","$305,000 ","$305,000 ",6,2/23/2022,23237
795-65-74-95-000-000,Single Family,CLOSD,3037 Warfield Estates TER,Warfield Estates,Detached,4,3.1,7,"2,028","$309,900 ","$329,900 ",5,9/22/2021,23831
790-66-07-41-400-000,Single Family,CLOSD,3670 Hemlock RD,Trueheart Heights,Detached,4,2.1,8,"2,056","$310,000 ","$315,000 ",3,12/21/2021,23831
789-66-06-14-000-000,Single Family,CLOSD,3902 Paces Ferry RD,Ascot Pointe,Detached,4,2.1,7,"2,146","$310,000 ","$335,000 ",1,9/3/2021,23831
791-65-96-54-600-000,Single Family,CLOSD,11410 Marsden RD,Trueheart Heights,Detached,4,2.1,9,"2,236","$310,000 ","$310,000 ",1,12/15/2021,23831
790-66-26-17-800-000,Single Family,CLOSD,10018 Ethens Castle DR,Brooks Chapel,Detached,4,2.1,8,"2,264","$314,900 ","$340,000 ",5,8/16/2021,23831
795-65-60-97-400-000,Single Family,CLOSD,3100 Poinsetta DR,Pleasant Dale,Detached,4,2.1,7,"2,007","$314,990 ","$325,000 ",9,7/29/2021,23831
792-66-08-34-800-000,Single Family,CLOSD,3420 Castlebury DR,Cameron Run,Detached,4,2,6,"1,368","$315,500 ","$312,000 ",14,4/11/2022,23831
7.86675E+13,Condo/Town,CLOSD,7837 Vermeil ST,Silverleaf,Townhouse,3,2.1,7,"1,943","$319,500 ","$319,500 ",15,8/31/2021,23237
792-66-34-21-600-000,Single Family,CLOSD,10519 Surry RD,Carrisbrook At Mineola,Detached,4,2.1,8,"2,200","$319,900 ","$345,000 ",5,5/27/2022,23831
789-65-74-28-500-000,Single Family,CLOSD,11510 Chester RD,None,Detached,4,2,9,"2,448","$325,000 ","$325,000 ",38,6/30/2022,23831
791-65-98-08-300-000,Single Family,CLOSD,3570 Castlebury DR,Trueheart Heights,Detached,3,2,7,"1,880","$325,000 ","$352,000 ",4,3/31/2022,23831
793-65-72-25-600-000,Single Family,CLOSD,11733 Dewberry LN,Thompson Estates,Detached,4,3,7,"2,349","$326,950 ","$368,750 ",7,5/20/2022,23831
7.91659E+14,Single Family,CLOSD,11410 Driscoll RD,Trueheart Heights,Detached,3,2.1,10,"2,364","$329,900 ","$330,000 ",11,9/30/2021,23831
789-66-40-46-000-000,Single Family,CLOSD,10018 Hamlin Creek PL,Brooks Chapel,Detached,4,2.1,7,"2,120","$330,000 ","$350,000 ",2,7/6/2022,23831
795-65-88-32-600-000,Single Family,CLOSD,2904 Perdue AVE,Goynes,Detached,4,2.1,6,"1,932","$330,000 ","$380,000 ",6,4/13/2022,23831
7.97661E+14,Single Family,CLOSD,11360 Elokomin AVE,Rolling Ridge,Detached,4,2.1,8,"2,345","$330,000 ","$417,585 ",0,7/1/2022,23831
795-65-90-08-500-000,Single Family,CLOSD,11516 Elmwood LN,Fan Court,Detached,4,3.1,9,"3,001","$335,000 ","$345,000 ",3,1/24/2022,23831
7.90661E+14,Single Family,CLOSD,3712 Vanhorn CT,Mineola Heights,Detached,3,2.1,7,"1,720","$345,950 ","$320,000 ",13,4/7/2022,23831
790-66-29-86-200-000,Single Family,CLOSD,3819 Bethesda CT,Mineola Heights,Detached,4,2.3,8,"2,064","$349,900 ","$349,900 ",2,11/16/2021,23831
793-66-60-54-200-000,Single Family,CLOSD,10013 Beaumont AVE,Central Park,Detached,4,2.1,7,"2,202","$349,900 ","$369,900 ",22,6/2/2022,23237
788-66-05-04-600-000,Single Family,CLOSD,4005 Kings Gate RD,Hamlins Reach,Detached,6,2.1,9,"2,397","$349,950 ","$355,000 ",5,9/30/2021,23831
793-65-90-69-100-000,Single Family,CLOSD,11318 Ludgate PL,Summit Point,Attached,3,2.1,8,"1,868","$349,999 ","$360,000 ",6,2/25/2022,23831
793-65-73-99-400-000,Single Family,CLOSD,11716 Boyd RD,Chester Heights,Detached,3,2.1,7,"1,834","$350,000 ","$285,000 ",29,6/6/2022,23831
789-66-02-50-100-000,Single Family,CLOSD,11102 Churchill CT,Ascot Pointe,Detached,4,2.1,8,"2,232","$350,000 ","$340,000 ",4,3/22/2022,23831
795-65-80-82-200-000,Single Family,CLOSD,11756 Cliff Lawn DR,Clifflawn,Detached,4,2,8,"2,603","$350,000 ","$358,000 ",30,11/30/2021,23831
795-65-80-88-000-000,Single Family,CLOSD,11717 Cliff Lawn DR,Clifflawn,Detached,4,2.1,9,"2,338","$359,000 ","$359,000 ",6,12/17/2021,23831
793-66-60-93-900-000,Single Family,CLOSD,10015 Beaumont AVE,Central Park,Detached,4,2.1,7,"2,202","$359,900 ","$379,000 ",47,3/3/2022,23237
794-65-64-50-800-000,Single Family,CLOSD,3231 W Grove AVE,Pleasant Dale,Detached,4,2.1,8,"2,588","$369,900 ","$360,000 ",21,1/27/2022,23831
790-66-37-53-600-000,Single Family,CLOSD,9949 Ethens Castle DR,Brooks Chapel,Detached,5,2.1,10,"2,792","$369,900 ","$375,000 ",2,11/1/2021,23831
790-66-37-20-100-000,Single Family,CLOSD,10007 Ethens Castle DR,Brooks Chapel,Detached,4,2.1,9,"2,462","$369,950 ","$370,000 ",3,11/3/2021,23831
791-65-94-68-100-000,Single Family,CLOSD,3610 Castlebury DR,Trueheart Heights,Detached,4,2.1,9,"2,700","$375,000 ","$385,000 ",4,4/20/2022,23831
795-65-91-05-200-000,Single Family,CLOSD,11540 Elmwood LN,None,Detached,4,2.1,10,"3,330","$384,950 ","$385,000 ",2,11/15/2021,23831
789-66-39-36-700-000,Single Family,CLOSD,3654 Ethens Point LN,Brooks Chapel,Detached,4,2.1,10,"3,264","$399,950 ","$410,000 ",3,11/15/2021,23831
794-65-62-53-600-000,Single Family,CLOSD,3310 Grove AVE,Pleasant Dale,Detached,5,3,9,"2,900","$400,000 ","$388,000 ",6,8/31/2021,23831
7.98661E+14,Single Family,CLOSD,11306 Ridge Mill CT,Rolling Ridge,Detached,4,2.1,10,"2,979","$411,675 ","$451,110 ",55,4/28/2022,23831
792-65-79-59-500-000,Single Family,CLOSD,11708 Dewberry LN,Thompson Estates,Detached,4,2.1,8,"2,982","$424,950 ","$425,000 ",6,6/24/2022,23831
790-66-35-20-500-000,Single Family,CLOSD,10000 Ethens Castle DR,Brooks Chapel,Detached,5,3,11,"3,344","$449,000 ","$465,000 ",4,6/27/2022,23831
794-65-83-00-500-000,Single Family,CLOSD,3200 Grove AVE,Chester Heights,Detached,5,3,11,"3,564","$450,000 ","$501,000 ",5,5/18/2022,23831
788-67-18-25-900-000,Single Family,CLOSD,3430 Hunter LN,None,Detached,5,3,6,"2,900","$465,000 ","$510,000 ",7,11/1/2021,23237
