PID,Prop Type,Status,Address,Subdivision,Type,# Bedrooms,Total Baths,# Rooms,Fin SF,List Price,Sales Price,Days On Market,Sales Date,Zip
765-68-62-86-800-000,Single Family,CLOSD,7100 Winding Creek LN,Creekwood,Detached,5,3.1,10,"3,914","$439,000 ","$451,000 ",3,10/26/2021,23832
765-68-61-17-400-000,Single Family,CLOSD,7101 Winding Creek LN,Creekwood,Detached,4,3,9,"2,715","$445,000 ","$473,500 ",6,4/14/2022,23832
757-69-92-54-100-000,Condo/Town,CLOSD,8603 Ransco CT,Pocoshock Townhouses,Townhouse,3,1.1,6,"1,280","$149,900 ","$175,000 ",0,3/1/2022,23235
758-69-52-10-300-000,Single Family,CLOSD,2501 N Blue Tick CT,Foxberry,Detached,3,2,6,"1,296","$149,950 ","$201,550 ",7,1/10/2022,23235
757-69-50-16-500-000,Single Family,CLOSD,8523 Leveret LN,None,Detached,3,1.1,5,"1,176","$150,000 ","$210,000 ",3,4/5/2022,23235
760-70-40-99-300-000,Condo/Town,CLOSD,210 Newstead DR Unit#210,Providence Green,Townhouse,2,1.1,4,"1,200","$150,000 ","$155,000 ",3,11/2/2021,23235
765-70-30-42-400-000,Single Family,CLOSD,7219 Bennington RD,Southaven,Detached,3,1,5,"1,035","$150,000 ","$150,000 ",6,11/8/2021,23225
757-69-93-22-800-000,Condo/Town,CLOSD,1407 Ransco RD,Pocoshock Townhouses,Townhouse,3,1.1,6,"1,280","$155,000 ","$164,000 ",2,12/30/2021,23235
759-70-48-56-500-000,Condo/Town,CLOSD,8156 Clovertree CT,Providence Court,Townhouse,3,1.1,5,"1,220","$158,500 ","$158,500 ",50,12/30/2021,23235
759-70-58-02-600-000,Condo/Town,CLOSD,8124 Provincetown DR,Providence Green,Townhouse,2,1.1,5,"1,160","$159,000 ","$164,000 ",3,1/31/2022,23235
759-70-56-70-200-000,Condo/Town,CLOSD,8151 Provincetown DR,Providence Green,Townhouse,3,1.1,6,"1,160","$159,500 ","$160,500 ",1,2/28/2022,23235
760-70-47-39-900-000,Condo/Town,CLOSD,7907 Provincetown DR,Providence Green,Townhouse,2,1.1,5,"1,200","$159,950 ","$155,000 ",10,1/27/2022,23235
766-70-03-67-300-000,Single Family,CLOSD,1621 Milo RD,Elkhardt Park,Detached,3,1,6,"1,220","$160,000 ","$166,500 ",2,3/11/2022,23225
759-70-47-87-800-000,Condo/Town,CLOSD,8125 Provincetown DR,Providence Green,Townhouse,2,1.1,5,"1,200","$160,000 ","$155,000 ",12,11/9/2021,23235
761-70-41-49-100-000,Condo/Town,CLOSD,7839 Provincetown DR Unit#7839,Providence Green,Townhouse,2,1.1,5,"1,200","$163,000 ","$166,000 ",12,12/21/2021,23235
761-70-41-58-700-000,Condo/Town,CLOSD,7843 Provincetown DR,Providence Green,Townhouse,2,1.1,4,"1,200","$167,500 ","$171,000 ",4,4/15/2022,23235
759-70-49-56-100-000,Condo/Town,CLOSD,8124 Clovertree CT,Providence Court,Townhouse,2,2.1,5,"1,216","$169,500 ","$176,000 ",4,7/28/2021,23235
760-70-52-32-100-000,Condo/Town,CLOSD,8024 Provincetown DR,Providence Green,Townhouse,2,1.1,5,"1,200","$169,950 ","$170,000 ",7,10/29/2021,23235
760-70-41-44-900-000,Condo/Town,CLOSD,8100 Clovertree CT,Providence Court,Townhouse,3,1.1,5,"1,220","$170,000 ","$181,500 ",6,12/15/2021,23235
759-69-52-44-900-000,Single Family,CLOSD,8106 Foxcatcher CT,Foxberry,Detached,3,2,6,"1,741","$175,000 ","$175,000 ",3,1/14/2022,23235
761-70-52-10-600-000,Condo/Town,CLOSD,7805 Provincetown DR,Providence Green,Townhouse,3,1.1,6,"1,400","$175,900 ","$178,000 ",5,12/17/2021,23235
756-69-78-21-000-000,Single Family,CLOSD,1701 Mountain Pine BLVD,Three Pines,Detached,3,1.1,5,960,"$178,500 ","$191,000 ",2,10/8/2021,23235
748-69-06-06-200-000,Single Family,CLOSD,2606 Seacliff CIR,Chestnut Hills,Detached,3,2,6,"1,052","$180,000 ","$168,000 ",7,5/6/2022,23236
760-70-48-77-100-000,Condo/Town,CLOSD,7926 Clovertree CT,Providence Court,Townhouse,3,3,6,"1,216","$180,000 ","$210,000 ",5,3/31/2022,23235
759-70-57-62-500-000,Condo/Town,CLOSD,8128 Provincetown DR,Providence Green,Townhouse,3,2,6,"1,236","$185,000 ","$188,000 ",5,12/20/2021,23235
760-69-95-46-700-000,Single Family,CLOSD,1303 Traway DR,Parkwood,Detached,3,1,5,960,"$189,950 ","$203,000 ",4,7/30/2021,23235
755-69-76-55-400-000,Single Family,CLOSD,1711 Woodyshade CIR,Providence Pines,Detached,4,2,6,"1,296","$190,000 ","$190,000 ",0,3/29/2022,23235
763-69-79-81-200-000,Single Family,CLOSD,2235 Ives LN,Pocoshock Hills,Detached,3,1.1,6,"1,431","$199,500 ","$200,000 ",3,10/1/2021,23235
749-69-10-71-200-000,Single Family,CLOSD,2535 Dorel LN,Chestnut Hills,Detached,3,2,7,"1,232","$199,950 ","$192,660 ",10,12/8/2021,23236
765-69-85-71-500-000,Single Family,CLOSD,2131 Turner RD,None,Detached,2,1,5,"1,240","$200,000 ","$235,000 ",1,5/5/2022,23225
756-69-77-90-000-000,Single Family,CLOSD,1705 Mountain Pine BLVD,Three Pines,Detached,3,1.1,5,960,"$200,000 ","$203,000 ",0,10/18/2021,23235
758-69-22-56-500-000,Single Family,CLOSD,2721 Hicks RD,None,Detached,3,1,5,"1,020","$200,000 ","$220,000 ",3,10/14/2021,23235
764-70-19-29-200-000,Single Family,CLOSD,7206 Elkhardt RD,Southaven,Detached,3,1,5,"1,040","$200,000 ","$208,000 ",2,9/23/2021,23225
766-69-87-49-700-000 & 766-69-95-41-100-00,Single Family,CLOSD,6940 & 6950 Dyer LN,None,Detached,4,1,8,"1,440","$200,000 ","$407,000 ",17,9/13/2021,23225
760-70-59-90-100-000,Condo/Town,CLOSD,7827 Provincetown DR,Providence Green,Townhouse,3,1.1,6,"1,400","$203,000 ","$188,000 ",28,12/15/2021,23235
767-70-09-73-300-000,Single Family,CLOSD,6602 Meadow Park TER,Meadow Park,Detached,3,2,5,"1,000","$205,000 ","$222,000 ",2,12/21/2021,23225
765-70-08-39-300-000,Single Family,CLOSD,1530 Wake AVE,Elkhardt Park,Detached,3,1,6,"1,686","$215,000 ","$232,000 ",4,4/14/2022,23225
763-69-66-39-000-000,Single Family,CLOSD,2225 Bowlin CT,Pocoshock Hills,Detached,3,1.1,5,"1,144","$217,000 ","$225,000 ",4,11/16/2021,23235
767-69-97-99-400-000,Single Family,CLOSD,1806 Meadow Park CIR,Meadow Park,Detached,3,2,5,"1,000","$219,000 ","$236,000 ",10,6/29/2022,23225
752-69-40-82-700-000,Single Family,CLOSD,9621 W Providence RD,None,Detached,4,2,8,"2,106","$220,000 ","$235,000 ",27,10/8/2021,23236
747-69-22-25-800-000,Single Family,CLOSD,10443 W Providence RD,Chestnut Hills,Detached,3,2,5,"1,056","$224,777 ","$235,000 ",4,6/17/2022,23236
747-69-23-34-500-000,Single Family,CLOSD,10516 Greglynn RD,Chestnut Hills,Detached,3,2,7,"1,425","$224,950 ","$245,000 ",6,8/27/2021,23236
756-69-76-07-800-000,Single Family,CLOSD,1612 Mountain Pine TER,Three Pines,Detached,4,2,6,"1,260","$225,000 ","$240,000 ",5,10/27/2021,23235
757-69-70-30-700-000,Single Family,CLOSD,8404 White Cedar CT,Three Pines,Detached,3,2,5,"1,056","$225,000 ","$226,000 ",7,9/2/2021,23235
760-70-12-87-700-000,Single Family,CLOSD,1100 Sunkist AVE,Irvindale,Detached,3,2,8,"1,931","$229,000 ","$261,000 ",6,5/25/2022,23235
767-70-12-54-600-000,Single Family,CLOSD,1516 Schloss RD,Schloss Manor,Detached,3,1.1,6,"1,256","$229,950 ","$230,000 ",5,11/10/2021,23225
757-69-57-26-600-000,Single Family,CLOSD,8406 Den Bark DR,Foxberry,Detached,4,2,6,"1,296","$229,950 ","$260,000 ",6,8/6/2021,23235
757-69-84-37-900-000,Single Family,CLOSD,1520 Rayburn RD,Pocoshock Subd,Detached,3,1,5,"1,040","$230,000 ","$242,000 ",7,6/14/2022,23235
758-69-56-22-600-000,Single Family,CLOSD,2405 S Den Bark CT,Foxberry,Detached,4,2,6,"1,368","$230,000 ","$230,000 ",7,11/24/2021,23235
758-69-52-05-300-000,Single Family,CLOSD,8328 Den Bark DR,Foxberry,Detached,3,2,5,"1,652","$234,000 ","$230,000 ",17,5/31/2022,23235
757-69-69-53-100-000,Single Family,CLOSD,8431 Evening Star PL,Twilight Bluff,Detached,3,1.1,6,"1,330","$234,900 ","$270,000 ",6,2/22/2022,23235
758-69-43-56-400-000,Single Family,CLOSD,2601 Cropper CIR,Foxberry,Detached,4,2,6,"1,296","$235,000 ","$260,000 ",6,8/6/2021,23235
759-69-98-07-300-000,Single Family,CLOSD,1320 Elmart LN,None,Detached,3,1.1,5,912,"$240,000 ","$252,000 ",5,7/12/2022,23235
760-69-90-60-200-000,Single Family,CLOSD,1410 Traway DR,Parkwood,Detached,4,3,8,"1,926","$240,000 ","$251,000 ",5,2/2/2022,23235
756-69-71-85-600-000,Single Family,CLOSD,1618 Treewood LN,Providence Pines,Detached,3,2,6,"1,443","$243,000 ","$244,001 ",27,8/2/2021,23235
767-70-05-94-700-000,Single Family,CLOSD,1704 Meadow Park DR,Meadow Park,Detached,4,2,6,"1,440","$245,000 ","$258,000 ",4,3/15/2022,23225
756-69-75-31-700-000,Single Family,CLOSD,1701 Mountain Pine TER,Three Pines,Detached,4,2,6,"1,296","$245,000 ","$241,000 ",36,11/5/2021,23235
756-69-74-27-600-000,Single Family,CLOSD,1601 Treewood LN,Providence Pines,Detached,4,2,6,"1,296","$249,950 ","$270,000 ",5,1/7/2022,23235
751-69-45-40-600-000,Single Family,CLOSD,9721 W Providence RD,None,Detached,3,1.1,6,"1,165","$249,950 ","$245,000 ",39,1/26/2022,23236
755-69-78-74-800-000,Single Family,CLOSD,8625 Shadymist DR,Providence Pines,Detached,3,2.1,6,"1,695","$249,950 ","$275,000 ",4,10/18/2021,23235
758-69-47-97-800-000,Single Family,CLOSD,2600 Vixen LN,Foxberry,Detached,4,2,6,"1,296","$250,000 ","$282,000 ",5,3/29/2022,23235
748-69-24-75-300-000,Single Family,CLOSD,10312 Greglynn RD,Chestnut Hills,Detached,3,1.1,7,"1,425","$250,000 ","$240,000 ",5,7/30/2021,23236
756-69-73-82-200-000,Single Family,CLOSD,1700 Mountain Pine TER,Three Pines,Detached,4,2,6,"1,296","$256,500 ","$265,000 ",0,2/22/2022,23235
767-70-04-42-800-000,Single Family,CLOSD,1801 Meadow Farm DR,Meadow Park,Detached,4,2.1,6,"1,421","$259,000 ","$310,000 ",5,5/10/2022,23225
763-69-74-03-600-000,Single Family,CLOSD,7421 Dell DR,None,Detached,3,2,6,"1,451","$259,000 ","$260,000 ",11,12/2/2021,23235
758-69-67-82-000-000,Single Family,CLOSD,8213 Oxer RD,Foxberry,Detached,4,2,6,"1,741","$259,500 ","$259,500 ",46,12/13/2021,23235
761-69-56-84-600-000,Single Family,CLOSD,7625 Lady Blair LN,Crown Park,Detached,3,2,5,"1,408","$259,900 ","$275,000 ",7,10/22/2021,23235
756-69-63-05-300-000,Single Family,CLOSD,8508 Spruce Pine DR,Three Pines,Detached,4,2,6,"1,368","$259,950 ","$260,000 ",14,11/12/2021,23235
758-69-51-36-000-000,Single Family,CLOSD,8332 Den Bark DR,Foxberry,Detached,3,2,6,"1,608","$260,000 ","$290,000 ",5,3/24/2022,23235
758-70-04-60-300-000,Single Family,CLOSD,1318 Pritchard TER,Stone Mill,Detached,3,2,6,"1,624","$260,000 ","$280,000 ",6,12/29/2021,23235
768-70-00-17-200-000,Single Family,CLOSD,6638 Elkhardt RD,None,Detached,4,2,7,"1,528","$260,000 ","$260,000 ",7,12/29/2021,23225
754-69-78-25-200-000,Single Family,CLOSD,8743 Shadymist DR,Providence Pines,Detached,4,2,6,"1,512","$260,000 ","$293,000 ",2,12/2/2021,23235
758-69-55-65-500-000,Single Family,CLOSD,2305 N Den Bark CT,Foxberry,Detached,4,2,6,"1,296","$263,000 ","$290,000 ",3,4/13/2022,23235
754-69-79-15-200-000,Single Family,CLOSD,8737 Shadymist DR,Providence Pines,Detached,4,2,6,"1,764","$264,950 ","$300,000 ",4,5/25/2022,23235
748-69-11-23-000-000,Single Family,CLOSD,10416 Seacliff LN,Chestnut Hills,Detached,3,2,6,"1,475","$265,000 ","$291,000 ",6,5/24/2022,23236
761-69-54-41-500-000,Single Family,CLOSD,7660 Lady Blair LN,Crown Park,Detached,3,2,5,"1,424","$265,000 ","$292,000 ",6,12/15/2021,23235
747-69-09-07-300-000,Single Family,CLOSD,2540 Grassy Knoll LN,Chestnut Hills,Detached,4,2,8,"1,988","$265,000 ","$260,000 ",13,10/25/2021,23236
748-69-14-89-500-000,Single Family,CLOSD,10300 Sauna DR,Chestnut Hills,Detached,3,2.1,8,"1,585","$269,500 ","$287,000 ",3,11/1/2021,23236
757-69-54-63-700-000,Single Family,CLOSD,8436 Den Bark DR,Foxberry,Detached,4,2,6,"1,512","$269,900 ","$270,000 ",19,9/29/2021,23235
762-69-54-65-600-000,Single Family,CLOSD,2532 Pocoshock BLVD,Pocoshock Hills,Detached,3,2,6,"1,320","$269,900 ","$273,400 ",25,8/24/2021,23235
759-70-08-89-300-000,Single Family,CLOSD,1159 Tillers Ridge DR,Tillers Ridge,Detached,3,2.1,8,"1,705","$269,950 ","$328,000 ",6,5/6/2022,23235
757-69-98-69-100-000,Single Family,CLOSD,8408 Middle LOOP,Providence Meadows,Detached,3,2,7,"1,510","$269,950 ","$280,000 ",4,12/30/2021,23235
757-69-97-44-000-000,Single Family,CLOSD,1306 Middle CIR,Providence Meadows,Detached,4,2,6,"1,458","$269,950 ","$285,000 ",3,12/22/2021,23235
766-70-07-20-300-000,Single Family,CLOSD,1801 Parkway LN,Providence Farms,Detached,4,2.1,8,"1,944","$269,950 ","$285,500 ",3,10/1/2021,23225
748-69-10-86-900-000,Single Family,CLOSD,10341 Sauna DR,Chestnut Hills,Detached,3,1.1,6,"1,425","$269,950 ","$273,000 ",8,9/15/2021,23236
762-69-69-47-400-000,Single Family,CLOSD,2309 Pocoshock BLVD,Pocoshock Hills,Detached,3,2,6,"1,697","$269,999 ","$285,000 ",6,1/6/2022,23235
754-68-94-17-800-000,Single Family,CLOSD,3521 Lockshire DR,Lake George Hamlet,Detached,3,2,6,"2,314","$270,000 ","$291,000 ",6,8/16/2021,23236
755-69-73-34-700-000,Single Family,CLOSD,8707 Shadymist DR,Providence Pines,Detached,3,1.2,6,"1,596","$274,800 ","$276,000 ",14,12/17/2021,23235
747-69-05-09-000-000,Single Family,CLOSD,2509 Courthouse RD,None,Detached,3,1,6,"1,442","$274,900 ","$275,000 ",12,2/24/2022,23236
758-69-85-44-400-000,Single Family,CLOSD,8212 Stone River CT,Stonemill,Detached,3,2,7,"1,820","$274,900 ","$290,000 ",5,8/19/2021,23235
759-69-52-56-700-000,Single Family,CLOSD,8107 Rasper CT,Foxberry,Detached,3,2,6,"1,741","$275,000 ","$303,000 ",5,6/17/2022,23235
758-69-56-65-900-000,Single Family,CLOSD,8224 Babbler LN,Foxberry,Detached,3,2,6,"1,743","$275,000 ","$290,000 ",4,4/25/2022,23235
759-69-54-48-500-000,Single Family,CLOSD,8101 Rasper CT,Foxberry,Detached,4,2,7,"2,152","$275,000 ","$275,000 ",5,1/10/2022,23235
759-69-90-36-700-000,Single Family,CLOSD,1329 Stone River RD,Stone Mill,Detached,3,2.1,7,"2,516","$275,000 ","$275,000 ",4,11/29/2021,23235
756-69-77-44-100-000,Single Family,CLOSD,1642 Pinchot ST,Three Pines,Detached,3,2,6,"1,440","$279,000 ","$273,000 ",12,5/10/2022,23235
763-69-87-65-600-000,Single Family,CLOSD,7406 Kirkwall DR,Forestdale,Detached,4,2.1,9,"2,383","$279,000 ","$301,500 ",14,1/10/2022,23235
764-69-82-82-000-000,Single Family,CLOSD,7209 Apple Orchard RD,Woodfield,Detached,3,2,7,"1,630","$279,950 ","$325,000 ",4,3/17/2022,23235
756-69-77-84-800-000,Single Family,CLOSD,1636 Pinchot ST,Three Pines,Detached,3,2.1,5,"1,400","$280,000 ","$290,000 ",4,6/17/2022,23235
7.63696E+14,Condo/Town,CLOSD,2405 Sandler CT,Pocoshock Villas,Condominium,2,2.1,5,"1,588","$283,520 ","$283,520 ",0,11/17/2021,23235
748-69-25-03-300-000,Single Family,CLOSD,10301 Greglynn RD,Chestnut Hills,Detached,3,1.1,6,"1,425","$285,000 ","$285,000 ",12,7/5/2022,23236
758-69-50-62-400-000,Single Family,CLOSD,2404 Den Bark CIR,Foxberry,Detached,4,2,6,"1,380","$285,000 ","$299,000 ",4,6/14/2022,23235
756-69-66-91-600-000,Single Family,CLOSD,1907 Mountain Pine BLVD,Three Pines,Detached,4,2,7,"1,830","$289,000 ","$325,000 ",5,6/16/2022,23235
756-69-67-46-900-000,Single Family,CLOSD,1725 Mountain Pine BLVD,Three Pines,Detached,3,2.1,7,"1,644","$289,000 ","$299,000 ",4,3/14/2022,23235
758-69-92-14-200-000,Single Family,CLOSD,1233 Twilight LN,Twilight Landing,Detached,4,2.1,6,"1,768","$289,000 ","$300,000 ",2,7/26/2021,23235
7.63696E+14,Condo/Town,CLOSD,2407 Sandler CT,Pocoshock Villas,Condominium,2,2.1,5,"1,773","$289,825 ","$289,825 ",0,11/17/2021,23235
765-70-06-90-900-000,Single Family,CLOSD,7206 Buggy PL,Andersons Forge,Detached,4,2.1,8,"1,810","$289,900 ","$301,000 ",6,11/3/2021,23225
755-69-76-55-400-000,Single Family,CLOSD,1711 Woodyshade CIR,Providence Pines,Detached,4,2,6,"1,296","$289,950 ","$285,000 ",8,6/9/2022,23235
757-69-59-94-100-000,Single Family,CLOSD,8337 Den Bark DR,Foxberry,Detached,3,2,6,"1,610","$290,000 ","$300,000 ",5,6/24/2022,23235
757-69-55-74-600-000,Single Family,CLOSD,8424 Den Bark DR,Foxberry,Detached,4,2,6,"1,640","$290,000 ","$325,000 ",2,5/23/2022,23235
759-69-88-95-800-000,Single Family,CLOSD,8120 Marwood DR,Surreywood,Detached,4,3,9,"2,789","$290,000 ","$310,000 ",7,7/30/2021,23235
7.66701E+14,Single Family,CLOSD,1751 Parkway LN,Providence Farms,Detached,3,3,6,"1,706","$294,950 ","$295,000 ",11,2/3/2022,23225
756-69-57-47-800-000,Single Family,CLOSD,8524 Leveret LN,Foxberry,Detached,4,2,7,"1,296","$295,000 ","$290,000 ",7,6/27/2022,23235
761-69-59-76-700-000,Single Family,CLOSD,7512 Lady Blair LN,Crown Park,Detached,3,2,5,"1,424","$295,000 ","$301,000 ",7,7/18/2022,23235
760-70-06-63-600-000,Single Family,CLOSD,1243 Traway DR,Revere Estates,Detached,3,2,7,"1,552","$297,000 ","$300,000 ",21,7/15/2022,23235
761-70-04-62-800-000,Single Family,CLOSD,1406 Dulles CT,Surreywood,Detached,5,2.1,9,"2,586","$297,500 ","$305,000 ",4,7/30/2021,23235
748-69-22-16-900-000,Single Family,CLOSD,10331 W Providence RD,Chestnut Hills,Detached,3,2.1,6,"1,585","$299,000 ","$304,000 ",6,3/24/2022,23236
761-70-28-91-800-000,Single Family,CLOSD,1001 Ruthers RD,None,Detached,3,2,7,"1,940","$299,000 ","$320,000 ",4,10/26/2021,23235
758-69-93-42-200-000,Single Family,CLOSD,1506 Pritchard TER,Stone Mill,Detached,4,2.1,7,"1,867","$299,000 ","$310,000 ",2,8/20/2021,23235
764-69-86-40-900-000,Single Family,CLOSD,7200 Mckesson CT,Forestdale,Detached,4,2.1,8,"2,414","$299,500 ","$304,500 ",22,10/22/2021,23235
765-70-06-20-800-000,Single Family,CLOSD,7212 Buggy PL,Andersons Forge,Detached,3,2.1,7,"1,640","$299,900 ","$318,500 ",3,7/19/2022,23225
747-69-11-52-800-000,Single Family,CLOSD,10540 Seacliff LN,Chestnut Hills,Detached,4,2.1,8,"1,360","$299,900 ","$290,000 ",8,6/14/2022,23236
758-69-83-92-400-000,Single Family,CLOSD,1711 Stone River RD,Stonemill,Detached,3,2.1,6,"1,655","$299,950 ","$310,000 ",5,7/20/2022,23235
757-69-21-30-400-000,Single Family,CLOSD,8705 Ewes CT,Bexley Cosmopolitan,Detached,3,2.1,6,"1,854","$299,950 ","$350,000 ",11,7/5/2022,23236
760-69-74-65-200-000,Single Family,CLOSD,2117 Gateshead DR,Surreywood,Detached,4,2.2,9,"2,741","$300,000 ","$300,000 ",2,9/14/2021,23235
757-69-15-35-000-000,Single Family,CLOSD,2708 Eagle Run LN,Bexley,Detached,3,2.1,8,"2,096","$300,000 ","$300,000 ",7,8/20/2021,23236
7.63696E+14,Condo/Town,CLOSD,2507 Sandler WAY,Pocoshock Villas,Condominium,2,2.1,5,"1,773","$308,585 ","$308,585 ",0,12/2/2021,23235
7.63696E+14,Condo/Town,CLOSD,2409 Sandler CT,Pocoshock Villas,Condominium,2,2.1,5,"1,588","$309,250 ","$309,250 ",184,11/17/2021,23235
To be determined,Condo/Town,CLOSD,1608 Westhall Gardens DR Unit#15-3,The Townes At Notting Place,Townhouse,2,2,6,"1,564","$309,791 ","$309,792 ",0,12/29/2021,23235
752-69-24-43-500-000,Single Family,CLOSD,2704 Stemwell BLVD,Bexley West,Detached,4,2.1,9,"2,596","$310,000 ","$310,000 ",16,9/28/2021,23236
7.63696E+14,Condo/Town,CLOSD,2400 Sandler CT,Pocoshock Villas,Condominium,3,2.1,6,"2,215","$312,520 ","$312,520 ",32,8/27/2021,23235
763-69-79-81-200-000,Single Family,CLOSD,2235 Ives LN,Pocoshock Hills,Detached,4,3,6,"1,431","$315,000 ","$340,000 ",3,4/29/2022,23235
759-69-78-50-500-000,Single Family,CLOSD,8209 Capelwood DR,Surreywood,Detached,4,3,8,"2,514","$315,000 ","$331,000 ",3,12/17/2021,23235
763-69-98-53-100-000,Single Family,CLOSD,7401 Cheltenham DR,Forestdale,Detached,4,2,8,"2,140","$315,000 ","$310,000 ",9,9/3/2021,23235
To be determined,Condo/Town,CLOSD,1620 Westhall Gardens DR Unit#18-3,The Townes At Notting Place,Townhouse,2,2,6,"1,564","$318,433 ","$318,433 ",0,12/10/2021,23235
762-69-54-46-600-000,Single Family,CLOSD,2524 Pocoshock BLVD,Pocoshock Hills,Detached,3,2,6,"1,320","$319,000 ","$298,000 ",4,11/17/2021,23235
Not Yet Assigned,Condo/Town,CLOSD,2503 Sandler WAY,Pocoshock Villas,Condominium,3,2.1,6,"2,215","$319,485 ","$318,990 ",0,1/4/2022,23235
7.63696E+14,Condo/Town,CLOSD,2505 Sandler WAY,Pocoshock Villas,Condominium,2,2.1,5,"1,588","$319,875 ","$318,375 ",197,12/2/2021,23235
764-69-85-66-200-000,Single Family,CLOSD,2012 Apple Orchard CT,Woodfield,Detached,3,2.1,7,"1,900","$319,900 ","$360,000 ",5,6/21/2022,23235
759-69-52-44-900-000,Single Family,CLOSD,8106 Foxcatcher CT,Foxberry,Detached,3,2,6,"1,741","$320,000 ","$320,000 ",0,6/24/2022,23235
7.63696E+14,Condo/Town,CLOSD,2401 Sandler CT,Pocoshock Villas,Condominium,3,2.1,6,"1,959","$324,395 ","$324,500 ",28,8/26/2021,23235
756-69-12-29-200-000,Single Family,CLOSD,2600 Torquay Loop,Bexley Cosmopolitan,Detached,4,2.1,7,"1,862","$325,000 ","$375,500 ",13,3/23/2022,23236
760-70-09-38-900-000,Single Family,CLOSD,1310 Turnmill DR,Surreywood North,Detached,3,2.1,8,"2,020","$325,000 ","$345,000 ",4,3/18/2022,23235
761-70-21-26-500-000,Single Family,CLOSD,7819 Marthaven DR,Butthaven,Detached,3,2.1,9,"2,480","$325,000 ","$325,000 ",8,12/17/2021,23235
763-69-88-57-000-000,Single Family,CLOSD,7401 Sandlewood DR,Forestdale,Detached,4,2.1,8,"2,698","$325,000 ","$336,000 ",3,9/29/2021,23235
757-69-40-70-400-000,Single Family,CLOSD,2401 Hicks RD,None,Attached,4,2.1,8,"2,300","$325,000 ","$320,000 ",4,12/6/2021,23235
To be determined,Condo/Town,CLOSD,1625 Westhall Gardens DR Unit#28-3,The Townes At Notting Place,Townhouse,2,2,6,"1,564","$327,055 ","$327,055 ",0,11/15/2021,23235
To be determined,Condo/Town,CLOSD,1604 Westhall Gardens DR Unit#14-3,The Townes At Notting Place,Townhouse,2,2.1,6,"1,730","$327,451 ","$328,251 ",0,12/22/2021,23235
7.63696E+14,Condo/Town,CLOSD,2513 Sandler WAY,Pocoshock Villas,Condominium,3,2.1,6,"2,030","$327,950 ","$327,950 ",145,12/29/2021,23235
751-69-33-52-700-000,Single Family,CLOSD,2124 Loch Braemar DR,Loch Braemar,Detached,3,2,7,"1,888","$329,000 ","$361,000 ",5,2/8/2022,23236
755-69-72-36-700-000,Single Family,CLOSD,8712 Shadymist DR,Providence Pines,Detached,4,2.1,8,"2,197","$329,000 ","$329,000 ",11,7/27/2021,23235
761-69-77-16-200-000,Single Family,CLOSD,2110 Lancashire DR,Surreywood,Detached,4,2.1,8,"2,578","$329,950 ","$363,000 ",4,3/31/2022,23235
761-69-83-48-600-000,Single Family,CLOSD,7804 Lancashire PL,Surreywood North,Detached,4,2.1,10,"2,535","$329,950 ","$332,500 ",10,2/10/2022,23235
756-69-21-60-600-000,Single Family,CLOSD,2611 Wicklow LOOP,Bexley,Detached,3,2.1,8,"2,329","$329,950 ","$360,000 ",3,8/30/2021,23236
754-69-77-40-300-000,Single Family,CLOSD,1800 Hicks RD,None,Detached,3,2,7,"2,224","$330,000 ","$328,000 ",18,4/11/2022,23235
To be determined,Condo/Town,CLOSD,1636 Westhall Gardens DR Unit#22-3,The Townes At Notting Place,Townhouse,2,2.1,6,"1,730","$330,330 ","$338,104 ",22,10/18/2021,23235
To be determined,Condo/Town,CLOSD,1637 Westhall Gardens DR Unit#25-3,The Townes At Notting Place,Townhouse,2,2.1,6,"1,730","$332,480 ","$332,480 ",0,8/11/2021,23235
To be determined,Condo/Town,CLOSD,1537 Westhall Gardens DR Unit#40-3,The Townes At Notting Place,Townhouse,2,2,6,"1,564","$332,560 ","$333,011 ",0,6/30/2022,23235
To be determined,Condo/Town,CLOSD,1609 Westhall Gardens DR Unit#32-3,The Townes At Notting Place,Townhouse,2,2.1,6,"1,730","$333,405 ","$333,450 ",0,1/28/2022,23235
To be determined,Condo/Town,CLOSD,1540 Westhall Gardens DR Unit#11-3,The Townes At Notting Place,Townhouse,2,2.1,6,"1,730","$334,349 ","$334,349 ",0,4/29/2022,23235
7.63696E+14,Condo/Town,CLOSD,2403 Sandler CT,Pocoshock Villas,Condominium,3,2.1,6,"2,144","$334,575 ","$334,575 ",91,8/27/2021,23235
To be determined,Condo/Town,CLOSD,1621 Westhall Gardens DR Unit#29-3,The Townes At Notting Place,Townhouse,2,2.1,6,"1,730","$334,754 ","$334,754 ",0,11/24/2021,23235
757-69-94-83-000-000,Single Family,CLOSD,8516 Middle LOOP,Providence Meadows,Detached,3,2.1,9,"2,191","$335,000 ","$340,333 ",7,7/19/2022,23235
764-69-83-86-600-000,Single Family,CLOSD,2010 Apple Orchard CT,Woodfield,Detached,3,2.1,7,"2,106","$335,000 ","$350,000 ",4,1/26/2022,23235
757-69-87-43-000-000,Single Family,CLOSD,1513 Dusk CT,Twilight Landing,Detached,4,2.1,8,"1,998","$335,000 ","$335,000 ",14,8/27/2021,23235
To be determined,Condo/Town,CLOSD,1549 Westhall Gardens DR Unit#37-3,The Townes At Notting Place,Townhouse,2,2,6,"1,564","$336,245 ","$335,745 ",0,6/6/2022,23235
