source,sumlevel,geoid,name,st,cnty,tract,T7_est1,T7_est2,T7_est3,T7_est4,T7_est5,T7_est6,T7_est7,T7_est8,T7_est9,T7_est10,T7_est11,T7_est12,T7_est13,T7_est14,T7_est15,T7_est16,T7_est17,T7_est18,T7_est19,T7_est20,T7_est21,T7_est22,T7_est23,T7_est24,T7_est25,T7_est26,T7_est27,T7_est28,T7_est29,T7_est30,T7_est31,T7_est32,T7_est33,T7_est34,T7_est35,T7_est36,T7_est37,T7_est38,T7_est39,T7_est40,T7_est41,T7_est42,T7_est43,T7_est44,T7_est45,T7_est46,T7_est47,T7_est48,T7_est49,T7_est50,T7_est51,T7_est52,T7_est53,T7_est54,T7_est55,T7_est56,T7_est57,T7_est58,T7_est59,T7_est60,T7_est61,T7_est62,T7_est63,T7_est64,T7_est65,T7_est66,T7_est67,T7_est68,T7_est69,T7_est70,T7_est71,T7_est72,T7_est73,T7_est74,T7_est75,T7_est76,T7_est77,T7_est78,T7_est79,T7_est80,T7_est81,T7_est82,T7_est83,T7_est84,T7_est85,T7_est86,T7_est87,T7_est88,T7_est89,T7_est90,T7_est91,T7_est92,T7_est93,T7_est94,T7_est95,T7_est96,T7_est97,T7_est98,T7_est99,T7_est100,T7_est101,T7_est102,T7_est103,T7_est104,T7_est105,T7_est106,T7_est107,T7_est108,T7_est109,T7_est110,T7_est111,T7_est112,T7_est113,T7_est114,T7_est115,T7_est116,T7_est117,T7_est118,T7_est119,T7_est120,T7_est121,T7_est122,T7_est123,T7_est124,T7_est125,T7_est126,T7_est127,T7_est128,T7_est129,T7_est130,T7_est131,T7_est132,T7_est133,T7_est134,T7_est135,T7_est136,T7_est137,T7_est138,T7_est139,T7_est140,T7_est141,T7_est142,T7_est143,T7_est144,T7_est145,T7_est146,T7_est147,T7_est148,T7_est149,T7_est150,T7_est151,T7_est152,T7_est153,T7_est154,T7_est155,T7_est156,T7_est157,T7_est158,T7_est159,T7_est160,T7_est161,T7_est162,T7_est163,T7_est164,T7_est165,T7_est166,T7_est167,T7_est168,T7_est169,T7_est170,T7_est171,T7_est172,T7_est173,T7_est174,T7_est175,T7_est176,T7_est177,T7_est178,T7_est179,T7_est180,T7_est181,T7_est182,T7_est183,T7_est184,T7_est185,T7_est186,T7_est187,T7_est188,T7_est189,T7_est190,T7_est191,T7_est192,T7_est193,T7_est194,T7_est195,T7_est196,T7_est197,T7_est198,T7_est199,T7_est200,T7_est201,T7_est202,T7_est203,T7_est204,T7_est205,T7_est206,T7_est207,T7_est208,T7_est209,T7_est210,T7_est211,T7_est212,T7_est213,T7_moe1,T7_moe2,T7_moe3,T7_moe4,T7_moe5,T7_moe6,T7_moe7,T7_moe8,T7_moe9,T7_moe10,T7_moe11,T7_moe12,T7_moe13,T7_moe14,T7_moe15,T7_moe16,T7_moe17,T7_moe18,T7_moe19,T7_moe20,T7_moe21,T7_moe22,T7_moe23,T7_moe24,T7_moe25,T7_moe26,T7_moe27,T7_moe28,T7_moe29,T7_moe30,T7_moe31,T7_moe32,T7_moe33,T7_moe34,T7_moe35,T7_moe36,T7_moe37,T7_moe38,T7_moe39,T7_moe40,T7_moe41,T7_moe42,T7_moe43,T7_moe44,T7_moe45,T7_moe46,T7_moe47,T7_moe48,T7_moe49,T7_moe50,T7_moe51,T7_moe52,T7_moe53,T7_moe54,T7_moe55,T7_moe56,T7_moe57,T7_moe58,T7_moe59,T7_moe60,T7_moe61,T7_moe62,T7_moe63,T7_moe64,T7_moe65,T7_moe66,T7_moe67,T7_moe68,T7_moe69,T7_moe70,T7_moe71,T7_moe72,T7_moe73,T7_moe74,T7_moe75,T7_moe76,T7_moe77,T7_moe78,T7_moe79,T7_moe80,T7_moe81,T7_moe82,T7_moe83,T7_moe84,T7_moe85,T7_moe86,T7_moe87,T7_moe88,T7_moe89,T7_moe90,T7_moe91,T7_moe92,T7_moe93,T7_moe94,T7_moe95,T7_moe96,T7_moe97,T7_moe98,T7_moe99,T7_moe100,T7_moe101,T7_moe102,T7_moe103,T7_moe104,T7_moe105,T7_moe106,T7_moe107,T7_moe108,T7_moe109,T7_moe110,T7_moe111,T7_moe112,T7_moe113,T7_moe114,T7_moe115,T7_moe116,T7_moe117,T7_moe118,T7_moe119,T7_moe120,T7_moe121,T7_moe122,T7_moe123,T7_moe124,T7_moe125,T7_moe126,T7_moe127,T7_moe128,T7_moe129,T7_moe130,T7_moe131,T7_moe132,T7_moe133,T7_moe134,T7_moe135,T7_moe136,T7_moe137,T7_moe138,T7_moe139,T7_moe140,T7_moe141,T7_moe142,T7_moe143,T7_moe144,T7_moe145,T7_moe146,T7_moe147,T7_moe148,T7_moe149,T7_moe150,T7_moe151,T7_moe152,T7_moe153,T7_moe154,T7_moe155,T7_moe156,T7_moe157,T7_moe158,T7_moe159,T7_moe160,T7_moe161,T7_moe162,T7_moe163,T7_moe164,T7_moe165,T7_moe166,T7_moe167,T7_moe168,T7_moe169,T7_moe170,T7_moe171,T7_moe172,T7_moe173,T7_moe174,T7_moe175,T7_moe176,T7_moe177,T7_moe178,T7_moe179,T7_moe180,T7_moe181,T7_moe182,T7_moe183,T7_moe184,T7_moe185,T7_moe186,T7_moe187,T7_moe188,T7_moe189,T7_moe190,T7_moe191,T7_moe192,T7_moe193,T7_moe194,T7_moe195,T7_moe196,T7_moe197,T7_moe198,T7_moe199,T7_moe200,T7_moe201,T7_moe202,T7_moe203,T7_moe204,T7_moe205,T7_moe206,T7_moe207,T7_moe208,T7_moe209,T7_moe210,T7_moe211,T7_moe212,T7_moe213
2014thru2018,140,14000US51041100701,"Census Tract 1007.01, Chesterfield County, Virginia",51,41,100701,1955,1285,65,0,0,0,0,0,0,0,0,0,0,0,0,65,15,15,35,0,0,0,0,30,0,0,0,0,15,15,0,0,0,0,0,0,15,0,0,15,0,0,0,0,265,30,30,0,0,115,95,20,0,25,25,0,0,55,55,0,0,40,40,0,0,145,30,30,0,0,70,50,15,0,0,0,0,0,15,15,0,0,25,25,0,0,775,155,155,0,0,455,430,30,0,45,45,0,0,30,30,0,0,90,90,0,0,675,180,15,15,0,0,65,10,0,55,0,0,0,0,35,35,0,0,70,0,55,15,235,0,0,0,0,95,25,70,0,20,20,0,0,15,15,0,0,105,20,55,30,80,0,0,0,0,80,70,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,35,15,15,0,130,15,15,0,0,65,65,0,0,0,0,0,0,20,20,0,0,30,30,0,0,136,161,58,17,17,17,17,17,17,17,17,17,17,17,17,58,28,30,47,17,17,17,17,37,17,17,17,17,25,25,17,17,17,17,17,17,31,17,17,31,17,17,17,17,111,34,34,17,17,74,76,33,17,39,39,17,17,49,49,17,17,42,42,17,17,84,36,36,17,17,61,52,33,17,17,17,17,17,32,32,17,17,33,33,17,17,131,75,75,17,17,132,135,44,17,46,46,17,17,36,36,17,17,66,66,17,17,149,118,25,25,17,17,57,15,17,53,17,17,17,17,41,41,17,17,86,17,82,31,101,17,17,17,17,100,37,93,17,36,36,17,17,27,27,17,17,95,33,86,34,99,17,17,17,17,99,96,24,17,17,17,17,17,17,17,17,17,17,17,17,17,44,17,17,17,17,17,17,17,17,23,23,17,17,17,17,17,17,39,28,30,17,80,30,30,17,17,54,54,17,17,17,17,17,17,33,33,17,17,38,38,17,17
2014thru2018,140,14000US51041100702,"Census Tract 1007.02, Chesterfield County, Virginia",51,41,100702,695,575,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,4,70,4,0,0,4,20,0,4,15,0,0,0,0,40,15,0,25,4,0,0,4,130,30,25,0,4,25,4,10,10,35,35,0,0,35,30,0,4,4,0,4,0,90,15,10,4,0,40,40,0,0,0,0,0,0,10,10,0,0,20,20,0,0,275,65,60,4,0,135,130,4,0,25,25,0,0,4,4,0,0,40,40,0,0,125,40,0,0,0,0,20,0,0,10,20,0,0,20,4,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,4,40,0,0,0,0,15,15,0,0,0,0,0,0,15,15,0,0,15,15,0,0,15,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,58,13,12,12,12,12,12,12,12,12,12,12,12,12,4,12,12,4,14,12,12,14,34,5,12,12,5,20,12,10,19,12,12,12,12,29,14,12,29,4,12,12,4,41,19,18,12,12,22,13,14,14,23,23,12,12,25,24,12,9,9,12,9,12,48,15,13,3,12,31,31,12,12,12,12,12,12,12,12,12,12,34,34,12,12,57,30,30,8,12,44,42,18,12,32,32,12,12,8,8,12,12,26,26,12,12,53,31,12,12,12,12,22,12,12,18,23,12,12,23,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,12,12,3,12,12,3,33,12,12,12,12,17,17,12,12,12,12,12,12,24,24,12,12,21,21,12,12,23,12,12,12,12,23,12,23,12,12,12,12,12,12,12,12,12,12,12,12,12,16,12,12,12,12,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2014thru2018,140,14000US51041100703,"Census Tract 1007.03, Chesterfield County, Virginia",51,41,100703,2710,2435,215,30,0,0,30,40,0,0,40,0,0,0,0,90,15,0,30,55,0,0,15,80,10,10,0,0,25,10,0,15,30,0,0,30,15,15,0,0,0,0,0,0,320,55,40,15,0,140,125,0,15,0,0,0,0,80,15,65,0,50,15,25,15,120,60,45,15,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695,270,230,40,0,855,855,0,0,350,320,30,0,100,100,0,0,120,120,0,0,275,55,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,10,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,20,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,30,30,0,0,15,0,15,0,0,0,0,0,0,0,0,0,130,0,0,0,0,70,70,0,0,30,30,0,0,0,0,0,0,30,10,20,0,124,154,111,37,17,17,37,60,17,17,60,17,17,17,17,81,26,17,34,49,17,17,24,63,23,23,17,17,29,18,17,23,43,17,17,43,23,23,17,17,17,17,17,17,119,61,58,23,17,81,80,17,26,17,17,17,17,85,23,82,17,39,23,23,24,77,48,43,25,17,59,59,17,17,17,17,17,17,17,17,17,17,17,17,17,17,173,99,91,37,17,160,160,17,17,108,109,46,17,71,71,17,17,76,76,17,17,124,67,17,17,17,17,65,17,17,65,17,17,17,17,17,17,17,17,21,17,17,21,29,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,29,29,17,17,35,17,17,17,17,35,17,35,17,17,17,17,17,17,17,17,17,17,17,17,17,56,17,17,17,17,51,51,17,17,28,17,28,17,17,17,17,17,17,17,17,17,92,17,17,17,17,79,79,17,17,34,34,17,17,17,17,17,17,36,21,33,17
2014thru2018,140,14000US51041100804,"Census Tract 1008.04, Chesterfield County, Virginia",51,41,100804,1785,1120,85,0,0,0,0,0,0,0,0,50,0,0,50,35,10,0,20,0,0,0,0,145,10,0,10,0,35,10,15,15,10,0,10,0,85,45,20,20,0,0,0,0,120,45,30,4,4,10,0,10,0,0,0,0,0,50,20,20,4,20,0,10,10,85,50,40,10,0,0,0,0,0,20,20,0,0,0,0,0,0,15,4,10,0,685,180,170,0,10,290,285,4,0,45,45,0,0,65,65,0,0,105,95,10,0,665,95,0,0,0,0,35,0,0,35,0,0,0,0,4,0,0,4,55,0,0,55,135,0,0,0,0,30,0,0,30,0,0,0,0,55,0,25,30,50,0,50,0,215,0,0,0,0,135,70,70,0,25,25,0,0,10,0,0,10,45,4,40,0,30,0,0,0,0,15,15,0,0,0,0,0,0,10,10,0,0,10,10,0,0,190,4,4,0,0,50,50,0,0,60,60,0,0,10,10,0,0,70,50,20,0,66,97,54,12,12,12,12,12,12,12,12,47,12,12,47,28,14,12,22,12,12,12,12,71,14,12,14,12,28,15,24,22,19,12,19,12,62,43,27,34,12,12,12,12,50,29,23,15,8,16,12,16,12,12,12,12,12,34,21,25,12,16,12,13,15,56,47,46,13,12,12,12,12,12,24,24,12,12,12,12,12,12,18,16,14,12,96,56,56,12,15,72,70,17,12,41,41,12,12,44,44,12,12,50,47,18,12,113,73,12,12,12,12,55,12,12,55,12,12,12,12,11,12,12,11,48,12,12,48,86,12,12,12,12,42,12,12,42,12,12,12,12,49,12,31,38,55,12,55,12,87,12,12,12,12,77,69,61,12,38,38,12,12,16,12,12,16,44,10,44,12,31,12,12,12,12,23,23,12,12,12,12,12,12,15,15,12,12,15,15,12,12,95,12,12,12,12,41,41,12,12,54,54,12,12,14,14,12,12,71,51,34,12
2014thru2018,140,14000US51041100805,"Census Tract 1008.05, Chesterfield County, Virginia",51,41,100805,1805,1420,65,10,0,10,0,0,0,0,0,0,0,0,0,40,25,0,15,20,0,0,20,165,35,25,0,10,20,0,0,20,45,0,0,45,55,55,0,0,15,4,0,10,240,65,35,30,0,130,75,50,0,10,0,0,10,10,10,0,0,30,25,10,0,175,55,55,0,0,50,45,4,0,0,0,0,0,60,50,10,0,10,10,0,0,770,150,115,30,0,415,415,0,0,50,50,0,0,60,60,0,0,100,100,0,0,385,30,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,0,10,0,0,10,125,25,20,0,4,85,0,25,60,0,0,0,0,0,0,0,0,15,4,0,10,95,20,0,20,0,65,35,30,0,0,0,0,0,4,4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,25,0,25,0,105,0,0,0,0,70,70,0,0,25,25,0,0,0,0,0,0,10,10,0,0,92,127,41,14,17,14,17,17,17,17,17,17,17,17,17,28,22,17,17,23,17,17,23,74,27,25,17,13,23,17,17,23,65,17,17,65,36,36,17,17,17,14,17,15,117,36,28,28,17,104,85,58,17,14,17,17,14,16,16,17,17,27,23,13,17,76,35,35,17,17,46,46,14,17,17,17,17,17,48,47,13,17,13,13,17,17,149,80,72,51,17,136,136,17,17,49,49,17,17,61,61,17,17,52,52,17,17,106,28,17,17,17,17,13,17,17,13,17,17,17,17,13,17,17,17,13,17,17,13,89,32,34,17,12,81,17,43,70,17,17,17,17,17,17,17,17,18,17,17,14,63,40,17,40,17,51,42,31,17,17,17,17,17,14,14,17,17,17,17,17,17,38,17,17,17,17,17,17,17,17,14,14,17,17,17,17,17,17,40,17,40,17,69,17,17,17,17,53,53,17,17,40,40,17,17,17,17,17,17,14,14,17,17
2014thru2018,140,14000US51041100806,"Census Tract 1008.06, Chesterfield County, Virginia",51,41,100806,1295,655,40,0,0,0,0,10,0,10,0,0,0,0,0,15,0,0,4,15,0,15,0,70,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,50,30,0,20,210,35,25,15,0,90,20,50,20,60,0,60,0,0,0,0,0,25,25,0,0,80,40,30,10,0,30,25,10,0,0,0,0,0,0,0,0,0,10,0,10,0,255,25,25,0,0,145,145,0,0,0,0,0,0,25,25,0,0,60,30,10,20,640,105,0,0,0,0,45,0,0,45,30,0,0,30,0,0,0,0,30,0,0,30,210,0,0,0,0,160,10,130,20,0,0,0,0,0,0,0,0,45,0,45,0,135,20,20,0,0,65,30,35,0,35,0,35,0,0,0,0,0,10,0,10,0,135,0,0,0,0,95,95,0,0,20,20,0,0,0,0,0,0,20,20,0,0,60,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,40,40,0,0,112,112,30,12,12,12,12,13,12,13,12,12,12,12,12,18,12,12,15,23,12,23,12,55,12,12,12,12,12,12,12,12,26,12,26,12,12,12,12,12,48,38,12,33,95,27,22,17,12,67,36,49,34,61,12,61,12,12,12,12,12,28,28,12,12,51,40,38,15,12,24,21,16,12,12,12,12,12,12,12,12,12,16,12,16,12,84,24,24,12,12,82,82,12,12,12,12,12,12,22,22,12,12,45,28,13,34,139,65,12,12,12,12,52,12,12,52,39,12,12,39,12,12,12,12,41,12,12,41,105,12,12,12,12,97,14,92,37,12,12,12,12,12,12,12,12,52,12,52,12,80,39,39,12,12,52,30,43,12,38,12,38,12,12,12,12,12,17,12,17,12,74,12,12,12,12,67,67,12,12,34,34,12,12,12,12,12,12,23,23,12,12,55,12,12,12,12,36,36,12,12,12,12,12,12,12,12,12,12,39,39,12,12
2014thru2018,140,14000US51041100807,"Census Tract 1008.07, Chesterfield County, Virginia",51,41,100807,650,505,25,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,20,15,0,4,30,25,4,0,0,0,0,0,30,20,15,0,30,15,15,0,75,15,15,0,0,15,15,0,0,0,0,0,0,4,4,0,0,40,25,15,0,295,95,95,0,0,110,110,0,0,15,15,0,0,45,45,0,0,30,30,0,0,145,4,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,20,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,4,0,4,0,25,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,4,0,4,0,60,0,0,0,0,45,45,0,0,15,15,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,20,20,0,0,10,10,0,0,4,4,0,0,0,0,0,0,55,64,22,12,12,12,12,12,12,12,12,12,12,12,12,22,10,12,19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,41,18,16,12,10,28,27,13,12,12,12,12,12,22,15,16,12,26,19,24,12,36,14,14,12,12,17,17,12,12,12,12,12,12,10,10,12,12,30,27,19,12,66,39,39,12,12,43,43,12,12,17,17,12,12,29,29,12,12,26,26,12,12,56,16,12,12,12,12,12,12,12,12,12,12,12,12,10,12,12,10,12,12,12,12,23,12,12,12,12,23,12,12,23,12,12,12,12,12,12,12,12,11,12,11,12,29,12,12,12,12,26,12,26,12,12,12,12,12,12,12,12,12,7,12,7,12,45,12,12,12,12,40,40,12,12,20,20,12,12,12,12,12,12,12,12,12,12,33,12,12,12,12,30,30,12,12,12,12,12,12,10,10,12,12,12,12,12,12
2014thru2018,140,14000US51041100812,"Census Tract 1008.12, Chesterfield County, Virginia",51,41,100812,2150,1975,150,15,0,0,15,45,0,0,45,0,0,0,0,85,0,0,85,0,0,0,0,195,50,50,0,0,45,45,0,0,40,40,0,0,65,35,15,15,0,0,0,0,240,75,75,0,0,70,30,30,15,0,0,0,0,95,50,30,15,0,0,0,0,120,15,15,0,0,30,15,15,0,0,0,0,0,30,30,0,0,45,30,15,0,1270,230,230,0,0,685,660,30,0,140,140,0,0,80,80,0,0,135,95,40,0,170,65,0,0,0,0,15,0,0,15,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,15,0,15,0,15,0,10,4,0,0,0,0,0,0,0,0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,15,15,0,0,15,15,0,0,0,0,0,0,35,20,15,0,48,85,104,26,17,17,26,41,17,17,41,17,17,17,17,94,17,17,94,17,17,17,17,96,39,39,17,17,40,40,17,17,64,64,17,17,52,40,24,24,17,17,17,17,98,61,61,17,17,50,33,32,23,17,17,17,17,60,47,34,26,17,17,17,17,69,25,25,17,17,32,24,24,17,17,17,17,17,38,38,17,17,43,37,24,17,170,83,83,17,17,150,145,33,17,91,91,17,17,82,82,17,17,103,83,63,17,75,53,17,17,17,17,26,17,17,26,46,17,17,46,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,38,17,17,17,17,24,17,24,17,32,17,20,24,17,17,17,17,17,17,17,17,25,17,17,17,17,25,25,17,17,17,17,17,17,17,17,17,17,17,17,17,17,46,17,17,17,17,27,27,17,17,22,22,17,17,17,17,17,17,39,32,24,17
2014thru2018,140,14000US51041100814,"Census Tract 1008.14, Chesterfield County, Virginia",51,41,100814,1250,880,60,0,0,0,0,4,0,0,4,0,0,0,0,10,0,10,0,40,0,0,40,60,4,4,0,0,4,0,4,0,0,0,0,0,30,15,4,4,20,10,0,10,190,20,15,4,0,80,65,10,0,30,0,0,30,0,0,0,0,60,30,25,0,85,15,15,0,0,60,50,10,0,0,0,0,0,0,0,0,0,4,0,4,0,490,30,25,4,0,275,275,0,0,65,65,0,0,40,40,0,0,80,80,0,0,365,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,45,0,45,0,10,0,0,10,0,0,0,0,105,0,0,0,0,75,30,50,0,4,0,4,0,0,0,0,0,20,0,20,0,40,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,135,135,0,0,0,0,0,0,0,0,0,0,30,30,0,0,60,133,60,12,12,12,12,18,12,12,18,12,12,12,12,17,12,17,12,54,12,12,54,34,16,16,12,12,12,12,12,12,12,12,12,12,24,17,13,16,23,15,12,15,79,21,18,13,12,50,45,18,12,45,12,12,45,12,12,12,12,43,32,33,12,51,20,20,12,12,48,54,16,12,12,12,12,12,12,12,12,12,12,12,12,12,107,26,26,11,12,103,103,12,12,48,48,12,12,30,30,12,12,46,46,12,12,135,18,12,12,12,12,18,12,12,18,12,12,12,12,12,12,12,12,12,12,12,12,54,12,12,12,12,12,12,12,12,54,12,54,12,15,12,12,15,12,12,12,12,62,12,12,12,12,54,35,50,12,19,12,19,12,12,12,12,12,21,12,21,12,53,12,12,12,12,53,53,12,12,12,12,12,12,12,12,12,12,12,12,12,12,86,12,12,12,12,75,75,12,12,12,12,12,12,12,12,12,12,33,33,12,12
2014thru2018,140,14000US51041100815,"Census Tract 1008.15, Chesterfield County, Virginia",51,41,100815,1590,1330,40,15,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,15,0,0,15,15,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,175,20,15,0,4,50,20,25,0,15,0,15,0,40,20,10,4,55,10,45,0,180,35,30,4,0,40,40,0,0,40,40,0,0,4,4,0,0,60,35,25,0,915,175,175,0,0,555,535,20,0,120,120,0,0,15,15,0,0,55,55,0,0,260,20,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,35,25,10,0,10,0,10,0,0,0,0,0,0,0,0,0,90,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,65,65,0,0,105,0,0,0,0,80,80,0,0,10,10,0,0,4,4,0,0,10,10,0,0,41,83,31,18,12,12,14,12,12,12,12,12,12,12,12,19,12,12,19,23,12,12,23,19,7,12,12,7,12,12,12,12,12,12,12,12,12,12,12,12,14,14,12,12,79,20,17,12,10,36,22,27,12,26,12,26,12,29,20,17,16,59,14,58,12,75,31,30,10,12,35,35,12,12,35,35,12,12,10,10,12,12,54,45,36,12,97,56,56,12,12,101,103,26,12,64,64,12,12,19,19,12,12,42,42,12,12,80,32,12,12,12,12,32,12,12,32,12,12,12,12,12,12,12,12,12,12,12,12,15,15,12,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,39,12,12,12,12,35,35,15,12,16,12,16,12,12,12,12,12,12,12,12,12,72,12,12,12,12,42,12,42,12,12,12,12,12,12,12,12,12,62,62,12,12,71,12,12,12,12,65,65,12,12,15,15,12,12,17,17,12,12,14,14,12,12
2014thru2018,140,14000US51041100816,"Census Tract 1008.16, Chesterfield County, Virginia",51,41,100816,1690,1385,105,10,10,0,0,50,0,0,50,0,0,0,0,40,10,15,10,4,0,0,4,65,0,0,0,0,15,15,0,0,0,0,0,0,50,30,0,20,0,0,0,0,230,20,10,10,0,130,60,70,0,10,10,0,0,30,20,0,10,40,25,15,0,295,10,10,0,0,205,180,20,0,4,4,0,0,50,20,30,0,20,20,0,0,690,105,105,0,0,435,435,0,0,45,45,0,0,30,30,0,0,80,70,10,0,305,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,4,4,0,0,4,0,0,0,0,10,10,0,0,0,0,0,0,130,4,0,4,0,60,40,15,0,30,30,0,0,0,0,0,0,30,30,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,35,35,0,0,30,30,0,0,30,30,0,0,40,40,0,0,46,116,61,21,21,12,12,47,12,12,47,12,12,12,12,36,14,29,18,7,12,12,7,40,12,12,12,12,22,22,12,12,12,12,12,12,35,24,12,25,12,12,12,12,77,23,15,14,12,52,40,43,12,14,14,12,12,26,22,12,13,38,30,25,12,116,13,13,12,12,100,96,24,12,15,15,12,12,46,23,44,12,28,28,12,12,124,41,41,12,12,92,92,12,12,30,30,12,12,27,27,12,12,57,51,19,12,108,15,12,12,12,12,15,12,12,15,12,12,12,12,12,12,12,12,12,12,12,12,23,11,12,12,11,14,12,12,14,12,12,12,12,18,18,12,12,12,12,12,12,94,18,12,18,12,49,44,19,12,47,47,12,12,12,12,12,12,47,47,12,12,13,12,12,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,70,12,12,12,12,30,30,12,12,35,35,12,12,43,43,12,12,36,36,12,12
2014thru2018,140,14000US51041100817,"Census Tract 1008.17, Chesterfield County, Virginia",51,41,100817,1235,685,45,25,0,0,25,0,0,0,0,4,0,0,4,4,0,4,0,10,0,0,10,90,35,20,10,10,20,0,0,20,20,0,0,20,0,0,0,0,15,0,15,0,130,10,10,0,0,40,20,20,0,15,4,4,0,45,45,0,0,15,15,0,0,75,15,15,0,0,25,25,0,0,0,0,0,0,15,15,0,0,20,10,10,0,345,40,40,0,0,190,190,0,0,0,0,0,0,65,65,0,0,50,50,0,0,550,105,0,0,0,0,40,0,0,40,0,0,0,0,55,0,0,55,10,0,0,10,100,0,0,0,0,35,0,10,25,0,0,0,0,60,10,10,40,10,0,0,10,155,0,0,0,0,100,10,90,0,20,0,20,0,10,0,10,0,25,0,25,0,125,0,0,0,0,15,15,0,0,40,40,0,0,10,0,0,10,60,60,0,0,65,0,0,0,0,30,30,0,0,10,10,0,0,0,0,0,0,25,25,0,0,84,82,42,37,12,12,37,12,12,12,12,11,12,12,11,18,12,18,12,13,12,12,13,48,34,21,13,14,22,12,12,22,32,12,12,32,12,12,12,12,19,12,19,12,49,13,13,12,12,36,34,19,12,15,16,17,12,34,34,12,12,22,22,12,12,44,20,20,12,12,25,25,12,12,12,12,12,12,20,20,12,12,21,14,14,12,85,28,28,12,12,73,73,12,12,12,12,12,12,51,51,12,12,35,35,12,12,106,72,12,12,12,12,57,12,12,57,12,12,12,12,41,12,12,41,14,12,12,14,55,12,12,12,12,45,12,16,39,12,12,12,12,37,13,14,43,13,12,12,13,86,12,12,12,12,70,14,66,12,34,12,34,12,14,12,14,12,30,12,30,12,77,12,12,12,12,16,16,12,12,37,37,12,12,14,12,12,14,67,67,12,12,57,12,12,12,12,32,32,12,12,19,19,12,12,12,12,12,12,43,43,12,12
